scientific_name,inat_common_name,ref_common_name,comment
Eritrichium borealisinense,北齿缘草,北齿缘草,Matched
Tephroseris rufa,,橙舌狗舌草,Missed common name on iNat
Potentilla conferta,大萼委陵菜,大萼委陵菜,Matched
Thalictrum petaloideum,瓣蕊唐松草,瓣蕊唐松草,Matched
Scutellaria scordifolia,并头黄芩,并头黄芩,Matched
Astragalus chinensis,华黄芪(耆),华黄芪,Inconsistent common name
Corydalis ophiocarpa,蛇果黄堇,蛇果黄堇,Matched
Stellaria dichotoma,叉歧繁缕,叉歧繁缕,Matched
Dasiphora glabrata,银露梅,,Species not included in reference
Allium anisopodium,矮韭,矮韭,Matched
Orobanche coerulescens,列当,列当,Matched
Rupiphila tachiroei,岩茴香,岩茴香,Matched
Ephedra equisetina,木贼麻黄,木贼麻黄,Matched
Albuca,,,Missed common name on iNat
Stuckenia pectinata,蓖齿眼子菜,蓖齿眼子菜,Matched
Potentilla ancistrifolia dickinsii,薄叶委陵菜,,Species not included in reference
Laportea cuspidata,艾麻,艾麻,Matched
Withania echinata,日本散血丹,,Species not included in reference
Scutellaria pekinensis,京黄芩,京黄芩,Matched
Eulaliopsis binata,拟金茅,拟金茅,Matched
Dalbergia volubilis,南亚黄檀,南亚黄檀,Matched
Catalpa ovata,梓树,梓,Inconsistent common name
Malus spectabilis,炫多海棠,,Species not included in reference
Pholidota,石仙桃属,石仙桃属,Matched
Lanxangia tsao-ko,草果,,Species not included in reference
Gastrochilus pseudodistichus,小唇盆距兰,小唇盆距兰,Matched
Saurauia,水东哥属,水东哥属,Matched
Lysionotus sulphureoides,,保山吊石苣苔,Missed common name on iNat
Aeschynanthus lineatus,线条芒毛苣苔,线条芒毛苣苔,Matched
Uncifera acuminata,叉喙兰,叉喙兰,Matched
Dillenia indica,五桠果,五桠果,Matched
Osmanthus fragrans aurantiacus,丹桂,,Species not included in reference
Camellia nitidissima,,,Missed common name on iNat
Pedicularis moupinensis,,穆坪马先蒿,Missed common name on iNat
Banksia,,,Missed common name on iNat
Ficus vasculosa,白肉榕,白肉榕,Matched
Moringa stenopetala,,,Missed common name on iNat
Notholirion bulbuliferum,假百合,假百合,Matched
Gnetum gnemon,灌状买麻藤,显轴买麻藤,Inconsistent common name
Ajuga decumbens,金疮小草,金疮小草,Matched
Abelmoschus manihot,黄蜀葵,黄蜀葵,Matched
Citrus japonica,金柑,金柑,Matched
Clematis orientalis,东方铁线莲,东方铁线莲,Matched
Sorbus prattii,,西康花楸,Missed common name on iNat
Pyrola,鹿蹄草属,鹿蹄草属,Matched
Lolium,黑麦草属,黑麦草属,Matched
Agastache,藿香属,藿香属,Matched
Forsythia × intermedia,金钟连翘,,Species not included in reference
Beta vulgaris cicla,,,Missed common name on iNat
Brassica rapa chinensis,小白菜,,Species not included in reference
Eruca vesicaria,芝麻菜,野芝麻菜,Inconsistent common name
Youngia heterophylla,异叶黄鹌菜,异叶黄鹌菜,Matched
Hydrocotyle sibthorpioides,天胡荽,天胡荽,Matched
Rodgersia,鬼灯檠属,鬼灯檠属,Matched
Tilia,椴树属,椴属,Inconsistent common name
Acacia mangium,马占相思,马占相思,Matched
Pteris fauriei,傅氏凤尾蕨,傅氏凤尾蕨,Matched
Cycas szechuanensis fairylakea,,,Missed common name on iNat
Maesa perlaria,鲫鱼胆,,Species not included in reference
Macrothelypteris torresiana,普通针毛蕨,普通针毛蕨,Matched
Euphorbia neriifolia cristata,麒麟掌,,Species not included in reference
Artemisia indica,五月艾,五月艾,Matched
Gynura bicolor,红凤菜,红凤菜,Matched
Apium graveolens,芹菜,旱芹,Inconsistent common name
Biancaea sappan,苏木,苏木,Matched
Calophyllum polyanthum,滇南红厚壳,滇南红厚壳,Matched
Justicia betonica,白苞爵床,,Species not included in reference
Rungia pectinata,孩儿草,孩儿草,Matched
Pandanus urophyllus,分叉露兜,分叉露兜,Matched
Philodendron burle-marxii,马克斯喜欢林芋,,Species not included in reference
Philodendron erubescens,红苞喜林芋,红苞喜林芋,Matched
Rubus alceifolius,粗叶悬钩子,粗叶悬钩子,Matched
Rubus septentrionalis,北方悬钩子,,Species not included in reference
Smilax perfoliata,穿鞘菝葜,穿鞘菝葜,Matched
Sanchezia speciosa,金脉爵床,,Species not included in reference
Acroglochin persicarioides,,千针苋,Missed common name on iNat
Erythrina corallodendron,龙牙花,龙牙花,Matched
Adonidia merrillii,圣诞椰子,,Species not included in reference
Medinilla formosana,台湾酸脚杆,台湾美丁花,Inconsistent common name
Clematis chingii,两广铁线莲,两广铁线莲,Matched
Utricularia mangshanensis,莽山狸藻,莽山挖耳草,Inconsistent common name
Athyrium,蹄盖蕨属,蹄盖蕨属,Matched
Dysphania ambrosioides,土荆芥,土荆芥,Matched
Flueggea virosa,白饭树,白饭树,Matched
Argyreia obtusifolia,银背藤,,Species not included in reference
Melaleuca bracteata,黄金串钱柳,,Species not included in reference
Phyllanthus debilis,锐尖叶下珠,锐尖叶下珠,Matched
Areca vestiaria,红茎槟榔,,Species not included in reference
Cyrtostachys renda,猩红椰子,,Species not included in reference
Boerhavia diffusa,黄细心,黄细心,Matched
Dalbergia cultrata,刀状黑黄檀,黑黄檀,Inconsistent common name
Polyscias,南洋参属,南洋参属,Matched
Myriophyllum spicatum,穗状狐尾藻,穗状狐尾藻,Matched
Saraca,无忧花属,无忧花属,Matched
Eleusine,穇属,穇属,Matched
Veronica hederifolia,常春藤婆婆纳,常春藤婆婆纳,Matched
Sporobolus alterniflorus,互花米草,,Species not included in reference
Acantholimon alatavicum,,刺叶彩花,Missed common name on iNat
Rosularia platyphylla,,卵叶瓦莲,Missed common name on iNat
Impatiens chlorosepala,,绿萼凤仙花,Missed common name on iNat
Veronicastrum caulopterum,四方麻,四方麻,Matched
Anogeissus,,榆绿木属,Missed common name on iNat
Borago officinalis,琉璃苣,玻璃苣,Inconsistent common name
Derris tonkinensis,东京鱼藤,东京鱼藤,Matched
Ardisia gigantifolia,走马胎,走马胎,Matched
Lepidium sativum,家独行菜,家独行菜,Matched
Sedum japonicum,日本景天,,Species not included in reference
Phoenix sylvestris,林刺葵,,Species not included in reference
Millingtonia hortensis,老鸦烟筒花,老鸦烟筒花,Matched
Aspidopterys tomentosa,倒心盾翅藤,,Species not included in reference
Entodon seductrix,北美绢藓,兜叶绢藓,Inconsistent common name
Millettia macrostachya,大穗崖豆,大穗崖豆,Matched
Millettia leptobotrya,思茅崖豆,,Species not included in reference
Crumenata,基肿组,,Species not included in reference
Maclura,橙桑属,橙桑属,Matched
Magnolia baillonii,合果木,,Species not included in reference
Campanula pallida,西南风铃草,西南风铃草,Matched
Melilotus,草木樨属,草木樨属,Matched
Gaultheria,白珠树属,白珠属,Inconsistent common name
Dendrobium hookerianum,金耳石斛,金耳石斛,Matched
Pueraria candollei,泰葛,,Species not included in reference
Comastoma traillianum,高杯喉毛花,高杯喉毛花,Matched
Ficus semicordata,鸡嗉子榕,鸡嗉子榕,Matched
Glycyrrhiza yunnanensis,云南甘草,云南甘草,Matched
Urtica mairei,滇藏荨麻,滇藏荨麻,Matched
Nepeta,荆芥属,荆芥属,Matched
Cheirostylis griffithii,大花叉柱兰,大花叉柱兰,Matched
Ectropothecium,,偏蒴藓属,Missed common name on iNat
Bulbophyllum,豆兰属,石豆兰属,Inconsistent common name
Cymbidium lowianum,碧玉兰,碧玉兰,Matched
Asparagus officinalis,石刁柏,石刁柏,Matched
Dendrobium chrysotoxum,鼓槌石斛,鼓槌石斛,Matched
Halenia,花锚属,花锚属,Matched
Rubus fockeanus,,凉山悬钩子,Missed common name on iNat
Odontosoria,乌蕨属,乌蕨属,Matched
Geranium delavayi,五角叶老鹳草,五叶老鹳草,Inconsistent common name
Microtoena,冠唇花属,冠唇花属,Matched
Isodon phyllostachys,叶穗香茶菜,叶穗香茶菜,Matched
Phyllolobium camptodontum,弯齿黄耆,弯齿蔓黄芪,Inconsistent common name
Murdannia divergens,,紫背鹿衔草,Missed common name on iNat
Tibetia,高山豆属,高山豆属,Matched
Begonia × tuberhybrida,球根海棠,,Species not included in reference
Gentianopsis grandis,,大花扁蕾,Missed common name on iNat
Nymphaea mexicana,黄睡莲,黄睡莲,Matched
Rhododendron decorum,大白杜鹃,大白杜鹃,Matched
Anemone,欧银莲属,银莲花属,Inconsistent common name
Anemone,欧银莲属,欧银莲属,Matched
Cirsium lidjiangense,丽江蓟,丽江蓟,Matched
Indigofera pendula,垂序木蓝,垂序木蓝,Matched
Rubus biflorus,粉枝莓,粉枝莓,Matched
Prunella vulgaris asiatica,,,Missed common name on iNat
Echeveria secunda,七福神,,Species not included in reference
Iris confusa,扁竹兰,扁竹兰,Matched
Spiranthes flexuosa,尼泊尔绶草,尼泊尔绶草,Matched
Rhodobryum,大叶藓属,大叶藓属,Matched
Climacium japonicum,,东亚万年藓,Missed common name on iNat
Impatiens rostellata,,短喙凤仙花,Missed common name on iNat
Parnassia delavayi,突隔梅花草,突隔梅花草,Matched
Leontopodium wilsonii,,川西火绒草,Missed common name on iNat
Drymaria cordata,荷莲豆草,,Species not included in reference
Nelsonia canescens,,瘤子草,Missed common name on iNat
Lobelia melliana,线萼山梗菜,线萼山梗菜,Matched
Ferocactus cylindraceus,,,Missed common name on iNat
Impatiens chekiangensis,浙江凤仙花,浙江凤仙花,Matched
Eupatorium cannabinum,大麻叶泽兰,大麻叶泽兰,Matched
Mazus caducifer,早落通泉草,早落通泉草,Matched
Weigela japonica,日本锦带花,半边月,Inconsistent common name
Salvia bowleyana,南丹参,南丹参,Matched
Ottelia acuminata,海菜花,海菜花,Matched
Roscoea humeana,大花象牙参,大花象牙参,Matched
Arisaema ciliatum,缘毛南星,缘毛南星,Matched
Arisaema yunnanense,山珠南星,山珠南星,Matched
Incarvillea compacta,密生波罗花,密生波罗花,Matched
Pholidota chinensis,石仙桃,石仙桃,Matched
Luisia,钗子股属,钗子股属,Matched
Oenanthe javanica,水芹,水芹,Matched
Dipsacus,川续断属,川续断属,Matched
Sorbus vilmorinii,川滇花楸,川滇花楸,Matched
Loxostigma,紫花苣苔属,斜柱苣苔属,Inconsistent common name
Sambucus adnata,血满草,血满草,Matched
Saxifraga strigosa,,伏毛虎耳草,Missed common name on iNat
Tsuga,铁杉属,铁杉属,Matched
Rubus stans,,直立悬钩子,Missed common name on iNat
Calanthe tricarinata,三棱虾脊兰,三棱虾脊兰,Matched
Indigofera fortunei,华东木蓝,华东木蓝,Matched
Viola kosanensis,福建堇菜,福建堇菜,Matched
Magnolia officinalis,厚朴,,Species not included in reference
Rhododendron latoucheae,鹿角杜鹃,鹿角杜鹃,Matched
Typha laxmannii,无苞香蒲,无苞香蒲,Matched
Cardamine flexuosa,弯曲碎米荠,弯曲碎米荠,Matched
Pinus parviflora,日本五针松,日本五针松,Matched
Primula hypoleuca,,白背小报春,Missed common name on iNat
Geranium ocellatum,二色老鹳草,二色老鹳草,Matched
Rhododendron delavayi,马缨杜鹃,马缨杜鹃,Matched
Oberonia,鸢尾兰属,鸢尾兰属,Matched
Docynia delavayi,云南栘𣐿,云南多依,Inconsistent common name
Dalbergia,黄檀属,黄檀属,Matched
Corydalis bulbifera,,鳞叶紫堇,Missed common name on iNat
Meconopsis sulphurea,,,Missed common name on iNat
Crossandra infundibuliformis,十字爵床,,Species not included in reference
Asystasia gangetica,宽叶十万错,宽叶十万错,Matched
Tabebuia rosea,掌叶黄钟木,,Species not included in reference
Parnassia amoena,南川梅花草,南川梅花草,Matched
Anna ophiorrhizoides,,白花大苞苣苔,Missed common name on iNat
Parnassia faberi,,峨眉梅花草,Missed common name on iNat
Hemiboea omeiensis,峨眉半蒴苣苔,峨眉半蒴苣苔,Matched
Coelogyne sanderae,,撕裂贝母兰,Missed common name on iNat
Crepis capillaris,毛叶还阳参,,Species not included in reference
Heteropanax fragrans,幌伞枫,幌伞枫,Matched
Chrysophyllum cainito,金星果,星苹果,Inconsistent common name
Mayodendron igneum,火烧花,火烧花,Matched
Spiranthes × hongkongensis,香港绶草,香港绶草,Matched
Lophatherum gracile,淡竹叶,淡竹叶,Matched
Vachellia farnesiana,金合欢,金合欢,Matched
Morus macroura,奶桑,奶桑,Matched
Clerodendrum villosum,绢毛大青,绢毛大青,Matched
Changium smyrnioides,明党参,明党参,Matched
Sesuvium,海马齿属,海马齿属,Matched
Cerastium fontanum,簇生卷耳,泉卷耳,Inconsistent common name
Euryale ferox,芡实,芡,Inconsistent common name
Adenophora capillaris paniculata,紫沙参,,Species not included in reference
Funaria hygrometrica,葫芦藓,葫芦藓,Matched
Wallichia,小堇棕属,瓦理棕属,Inconsistent common name
Dypsis madagascariensis,马岛椰子,,Species not included in reference
Octoblepharum albidum,八齿藓,八齿藓,Matched
Gmelina arborea,云南石梓,云南石梓,Matched
Geum rupestre,,,Missed common name on iNat
Cascabela,黄花夹竹桃属,,Species not included in reference
Elsholtzia stauntonii,华北香薷,木香薷,Inconsistent common name
Phyllanthus reticulatus,小果叶下珠,小果叶下珠,Matched
Cuphea hookeriana,萼距花,萼距花,Matched
Iresine,血苋属,血苋属,Matched
Timmiella,反纽藓属,反纽藓属,Matched
Lemmaphyllum carnosum,肉质伏石蕨,,Species not included in reference
Ribes mandshuricum,东北茶藨子,东北茶藨子,Matched
Pterocarya tonkinensis,越南枫杨,越南枫杨,Matched
Ficus benghalensis,,,Missed common name on iNat
Aphanamixis polystachya,山楝,山楝,Matched
Echinopsis,,,Missed common name on iNat
Potamogeton nodosus,小节眼子菜,小节眼子菜,Matched
Callianthemum alatavicum,厚叶美花草,厚叶美花草,Matched
Erigeron eriocalyx,棉苞飞蓬,棉苞飞蓬,Matched
Carex bigelowii,,,Missed common name on iNat
Potentilla tetrandra,四蕊山莓草,,Species not included in reference
Saxifraga oppositifolia asiatica,,,Missed common name on iNat
Lagotis decumbens,,倾卧兔耳草,Missed common name on iNat
Tagetes lunulata,,,Missed common name on iNat
Bauhinia galpinii,橙花羊蹄甲,嘉氏羊蹄甲,Inconsistent common name
Arachnothryx leucophylla,白背郎德木,,Species not included in reference
Pavetta,大沙叶属,大沙叶属,Matched
Couroupita guianensis,炮弹树,,Species not included in reference
Brugmansia suaveolens,大花曼陀罗,大花木曼陀罗,Inconsistent common name
Acrostichum aureum,卤蕨,卤蕨,Matched
Meconopsis rudis,宽叶葉绿绒蒿,宽叶绿绒蒿,Inconsistent common name
Calanthe brevicornu,,肾唇虾脊兰,Missed common name on iNat
Bidens odorata,香鬼针草,,Species not included in reference
Salvia greggii,樱桃鼠尾草,,Species not included in reference
Coelogyne,贝母兰属,贝母兰属,Matched
Spermacoce remota,光叶丰花草,光叶丰花草,Matched
Rhododendron pulchrum phoeniceum,凤凰杜鹃,,Species not included in reference
Densiflorum,,,Missed common name on iNat
Allium fistulosum,葱,葱,Matched
Dischidia chinensis,眼树莲,眼树莲,Matched
Lysidice brevicalyx,短萼仪花,短萼仪花,Matched
Clerodendrum chinense,重瓣臭茉莉,重瓣臭茉莉,Matched
Vallisneria natans,苦草,苦草,Matched
Egeria densa,水蕴草,,Species not included in reference
Potamogeton malaianus,竹叶眼子菜,,Species not included in reference
Oxalis obtusa,钝叶酢浆草,,Species not included in reference
Corypha umbraculifera,贝叶棕,,Species not included in reference
Heuchera micrantha,矾根,,Species not included in reference
Hemiboea subcapitata,降龙草,半蒴苣苔,Inconsistent common name
Persicaria filiformis,金线草,金线草,Matched
Stephania cephalantha,金线吊乌龟,金线吊乌龟,Matched
Bonnaya antipoda,泥花草,,Species not included in reference
Lindernia procumbens,陌上菜,陌上菜,Matched
Eriocaulon,谷精草属,谷精草属,Matched
Craterostigma nummulariifolium,宽叶母草,,Species not included in reference
Phyllanthus ussuriensis,蜜甘草,蜜甘草,Matched
Cuscuta japonica,金灯藤,金灯藤,Matched
Melicope,蜜茱萸属,蜜茱萸属,Matched
Antidesma,五月茶属,五月茶属,Matched
Geranium dissectum,裂叶老鹳草,,Species not included in reference
Spiraea thunbergii,珍珠绣线菊,珍珠绣线菊,Matched
Davidia involucrata involucrata,,,Missed common name on iNat
Thelocactus bicolor,,,Missed common name on iNat
Buchanania,山檨子属,山檨子属,Matched
Casuarina,木麻黄属,木麻黄属,Matched
Neoregelia,彩叶凤梨属,,Species not included in reference
Saraca griffithiana,云南无忧花,云南无忧花,Matched
Phyla nodiflora,过江藤,过江藤,Matched
Halophila beccarii,贝克喜盐草,贝克喜盐草,Matched
Chamaedorea elegans,袖珍椰,,Species not included in reference
Persicaria lapathifolia,酸模叶蓼,酸模叶蓼,Matched
Centaurea,矢车菊属,矢车菊属,Matched
Dendrobium harveyanum,苏瓣石斛,苏瓣石斛,Matched
Semecarpus,,肉托果属,Missed common name on iNat
Homalium,天料木属,天料木属,Matched
Pilea,冷水花属,冷水花属,Matched
Memecylon caeruleum,天蓝谷木,天蓝谷木,Matched
Ajuga ciliata,筋骨草,筋骨草,Matched
Alopecurus aequalis,看麦娘,看麦娘,Matched
Lycium,枸杞属,枸杞属,Matched
Primula chapaensis,马关报春,马关报春,Matched
Harpullia cupanioides,假山罗,假山椤,Inconsistent common name
Ophiorrhiza cantonensis,广州蛇根草,广州蛇根草,Matched
